model_family,latent_dim,target,arm,mae,r2
unconditional_vae,8,path_length_mean,direct_context,0.16235443379203612,0.42588662239596453
unconditional_vae,8,path_length_mean,latent_probe,0.3239888555918463,-0.08781808931415543
unconditional_vae,8,path_length_sd,development_constant,0.672800730643301,-0.09305006053037967
unconditional_vae,8,path_length_sd,direct_context,0.43754868935823765,0.03083011909391009
unconditional_vae,8,path_length_sd,latent_probe,0.6966205310734609,-0.1194724804264257
unconditional_vae,8,peak_speed_tracker_units_s_mean,development_constant,11.875679048106917,-0.031971228408443464
unconditional_vae,8,peak_speed_tracker_units_s_mean,direct_context,1.734399404616129,0.9760682559025359
unconditional_vae,8,peak_speed_tracker_units_s_mean,latent_probe,8.691391065575473,0.3158253688384672
unconditional_vae,8,peak_speed_tracker_units_s_sd,development_constant,2.646218813161273,-0.08942194549115734
unconditional_vae,8,peak_speed_tracker_units_s_sd,direct_context,1.7073778429041588,0.4666787750204573
unconditional_vae,8,peak_speed_tracker_units_s_sd,latent_probe,2.354197194943465,0.08408780510060399
