check,passed,detail
cvae\fold3\cvae_z3_seed42/timing_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold3\cvae_z3_seed42/validation objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
cvae\fold3\cvae_z3_seed42/selected epoch,True,
cvae\fold3\cvae_z3_seed42/KL schedule,True,max_abs_error=0.0; atol=1e-12; rtol=0
cvae\fold3\cvae_z3_seed42/saved objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
cvae\fold3\cvae_z3_seed42/independent encoder,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold3\cvae_z3_seed42/prediction IDs,True,
cvae\fold3\cvae_z3_seed42/true timing,True,max_abs_error=4.768371586472142e-08; atol=1e-07; rtol=1e-05
cvae\fold3\cvae_z3_seed42/independent timing predictions,True,max_abs_error=2.444534297207923e-08; atol=2e-06; rtol=2e-05
cvae\fold3\cvae_z3_seed42/independent trajectory MSE,True,max_abs_error=2.416992188614131e-07; atol=2e-06; rtol=2e-05
cvae\fold3\cvae_z3_seed42/independent decoder trajectory,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold3\cvae_z3_seed42/independent decoder timing,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold3\cvae_z3_seed42/timing withheld,True,max_abs_error=0.0; atol=0; rtol=0
cvae\fold3\cvae_z3_seed42/variational sampling behaviour,True,
cvae\fold3\cvae_z3_seed42/condition gradients,True,"{'encoder_condition0_gradient': 1.4223716259002686, 'decoder_condition0_gradient': 111.03990173339844, 'encoder_condition1_gradient': 0.7191489934921265, 'decoder_condition1_gradient': 138.79617309570312, 'encoder_condition2_gradient': 1.3573697805404663, 'decoder_condition2_gradient': 61.30653381347656, 'encoder_condition3_gradient': 0.9546342492103577, 'decoder_condition3_gradient': 47.45030975341797, 'encoder_condition4_gradient': 1.767777919769287, 'decoder_condition4_gradient': 101.35502624511719}"
cvae\fold3\cvae_z3_seed42/condition swap behaviour,True,
cvae\fold3\cvae_z3_seed43/effective flags,True,
cvae\fold3\cvae_z3_seed43/train_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold3\cvae_z3_seed43/train_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold3\cvae_z3_seed43/timing_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold3\cvae_z3_seed43/timing_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold3\cvae_z3_seed43/validation objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
cvae\fold3\cvae_z3_seed43/selected epoch,True,
cvae\fold3\cvae_z3_seed43/KL schedule,True,max_abs_error=0.0; atol=1e-12; rtol=0
cvae\fold3\cvae_z3_seed43/saved objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
cvae\fold3\cvae_z3_seed43/independent encoder,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold3\cvae_z3_seed43/prediction IDs,True,
cvae\fold3\cvae_z3_seed43/true timing,True,max_abs_error=4.768371586472142e-08; atol=1e-07; rtol=1e-05
cvae\fold3\cvae_z3_seed43/independent timing predictions,True,max_abs_error=1.4874649068019608e-08; atol=2e-06; rtol=2e-05
cvae\fold3\cvae_z3_seed43/independent trajectory MSE,True,max_abs_error=4.558715822611248e-07; atol=2e-06; rtol=2e-05
cvae\fold3\cvae_z3_seed43/independent decoder trajectory,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold3\cvae_z3_seed43/independent decoder timing,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold3\cvae_z3_seed43/timing withheld,True,max_abs_error=0.0; atol=0; rtol=0
cvae\fold3\cvae_z3_seed43/variational sampling behaviour,True,
cvae\fold3\cvae_z3_seed43/condition gradients,True,"{'encoder_condition0_gradient': 1.1172938346862793, 'decoder_condition0_gradient': 25.456722259521484, 'encoder_condition1_gradient': 3.875990390777588, 'decoder_condition1_gradient': 58.48361587524414, 'encoder_condition2_gradient': 1.2816671133041382, 'decoder_condition2_gradient': 20.350696563720703, 'encoder_condition3_gradient': 0.8848862648010254, 'decoder_condition3_gradient': 87.80467224121094, 'encoder_condition4_gradient': 1.9376813173294067, 'decoder_condition4_gradient': 39.128753662109375}"
cvae\fold3\cvae_z3_seed43/condition swap behaviour,True,
cvae\fold3\cvae_z3_seed44/effective flags,True,
cvae\fold3\cvae_z3_seed44/train_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold3\cvae_z3_seed44/train_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold3\cvae_z3_seed44/timing_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold3\cvae_z3_seed44/timing_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold3\cvae_z3_seed44/validation objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
cvae\fold3\cvae_z3_seed44/selected epoch,True,
cvae\fold3\cvae_z3_seed44/KL schedule,True,max_abs_error=0.0; atol=1e-12; rtol=0
cvae\fold3\cvae_z3_seed44/saved objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
cvae\fold3\cvae_z3_seed44/independent encoder,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold3\cvae_z3_seed44/prediction IDs,True,
cvae\fold3\cvae_z3_seed44/true timing,True,max_abs_error=4.768371586472142e-08; atol=1e-07; rtol=1e-05
cvae\fold3\cvae_z3_seed44/independent timing predictions,True,max_abs_error=4.133605946421426e-08; atol=2e-06; rtol=2e-05
cvae\fold3\cvae_z3_seed44/independent trajectory MSE,True,max_abs_error=1.5078735327023196e-07; atol=2e-06; rtol=2e-05
cvae\fold3\cvae_z3_seed44/independent decoder trajectory,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold3\cvae_z3_seed44/independent decoder timing,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold3\cvae_z3_seed44/timing withheld,True,max_abs_error=0.0; atol=0; rtol=0
cvae\fold3\cvae_z3_seed44/variational sampling behaviour,True,
cvae\fold3\cvae_z3_seed44/condition gradients,True,"{'encoder_condition0_gradient': 0.9037861824035645, 'decoder_condition0_gradient': 124.29098510742188, 'encoder_condition1_gradient': 1.4953148365020752, 'decoder_condition1_gradient': 82.5170669555664, 'encoder_condition2_gradient': 0.8717739582061768, 'decoder_condition2_gradient': 162.4630126953125, 'encoder_condition3_gradient': 0.5356643795967102, 'decoder_condition3_gradient': 115.00211334228516, 'encoder_condition4_gradient': 0.9942737817764282, 'decoder_condition4_gradient': 73.012451171875}"
cvae\fold3\cvae_z3_seed44/condition swap behaviour,True,
cvae\fold3\cvae_z4_seed42/effective flags,True,
cvae\fold3\cvae_z4_seed42/train_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold3\cvae_z4_seed42/train_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold3\cvae_z4_seed42/timing_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold3\cvae_z4_seed42/timing_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold3\cvae_z4_seed42/validation objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
cvae\fold3\cvae_z4_seed42/selected epoch,True,
cvae\fold3\cvae_z4_seed42/KL schedule,True,max_abs_error=0.0; atol=1e-12; rtol=0
cvae\fold3\cvae_z4_seed42/saved objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
cvae\fold3\cvae_z4_seed42/independent encoder,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold3\cvae_z4_seed42/prediction IDs,True,
cvae\fold3\cvae_z4_seed42/true timing,True,max_abs_error=4.768371586472142e-08; atol=1e-07; rtol=1e-05
cvae\fold3\cvae_z4_seed42/independent timing predictions,True,max_abs_error=4.8368835381396025e-08; atol=2e-06; rtol=2e-05
cvae\fold3\cvae_z4_seed42/independent trajectory MSE,True,max_abs_error=4.5532226522482233e-07; atol=2e-06; rtol=2e-05
cvae\fold3\cvae_z4_seed42/independent decoder trajectory,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold3\cvae_z4_seed42/independent decoder timing,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold3\cvae_z4_seed42/timing withheld,True,max_abs_error=0.0; atol=0; rtol=0
cvae\fold3\cvae_z4_seed42/variational sampling behaviour,True,
cvae\fold3\cvae_z4_seed42/condition gradients,True,"{'encoder_condition0_gradient': 1.0598158836364746, 'decoder_condition0_gradient': 131.6042938232422, 'encoder_condition1_gradient': 0.6352227926254272, 'decoder_condition1_gradient': 188.4617462158203, 'encoder_condition2_gradient': 0.5636507272720337, 'decoder_condition2_gradient': 35.34275436401367, 'encoder_condition3_gradient': 1.358040452003479, 'decoder_condition3_gradient': 37.32463455200195, 'encoder_condition4_gradient': 0.5760199427604675, 'decoder_condition4_gradient': 190.17088317871094}"
cvae\fold3\cvae_z4_seed42/condition swap behaviour,True,
cvae\fold3\cvae_z4_seed43/effective flags,True,
cvae\fold3\cvae_z4_seed43/train_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold3\cvae_z4_seed43/train_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold3\cvae_z4_seed43/timing_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold3\cvae_z4_seed43/timing_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold3\cvae_z4_seed43/validation objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
cvae\fold3\cvae_z4_seed43/selected epoch,True,
cvae\fold3\cvae_z4_seed43/KL schedule,True,max_abs_error=0.0; atol=1e-12; rtol=0
cvae\fold3\cvae_z4_seed43/saved objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
cvae\fold3\cvae_z4_seed43/independent encoder,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold3\cvae_z4_seed43/prediction IDs,True,
cvae\fold3\cvae_z4_seed43/true timing,True,max_abs_error=4.768371586472142e-08; atol=1e-07; rtol=1e-05
cvae\fold3\cvae_z4_seed43/independent timing predictions,True,max_abs_error=3.583221430680794e-08; atol=2e-06; rtol=2e-05
cvae\fold3\cvae_z4_seed43/independent trajectory MSE,True,max_abs_error=2.469482431877168e-07; atol=2e-06; rtol=2e-05
cvae\fold3\cvae_z4_seed43/independent decoder trajectory,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold3\cvae_z4_seed43/independent decoder timing,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold3\cvae_z4_seed43/timing withheld,True,max_abs_error=0.0; atol=0; rtol=0
cvae\fold3\cvae_z4_seed43/variational sampling behaviour,True,
cvae\fold3\cvae_z4_seed43/condition gradients,True,"{'encoder_condition0_gradient': 1.1670291423797607, 'decoder_condition0_gradient': 284.9001159667969, 'encoder_condition1_gradient': 1.0278886556625366, 'decoder_condition1_gradient': 232.7564697265625, 'encoder_condition2_gradient': 0.7281462550163269, 'decoder_condition2_gradient': 176.94921875, 'encoder_condition3_gradient': 0.9957860112190247, 'decoder_condition3_gradient': 54.55259704589844, 'encoder_condition4_gradient': 0.5895403623580933, 'decoder_condition4_gradient': 161.0647735595703}"
cvae\fold3\cvae_z4_seed43/condition swap behaviour,True,
cvae\fold3\cvae_z4_seed44/effective flags,True,
cvae\fold3\cvae_z4_seed44/train_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold3\cvae_z4_seed44/train_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold3\cvae_z4_seed44/timing_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold3\cvae_z4_seed44/timing_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold3\cvae_z4_seed44/validation objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
cvae\fold3\cvae_z4_seed44/selected epoch,True,
cvae\fold3\cvae_z4_seed44/KL schedule,True,max_abs_error=0.0; atol=1e-12; rtol=0
cvae\fold3\cvae_z4_seed44/saved objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
cvae\fold3\cvae_z4_seed44/independent encoder,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold3\cvae_z4_seed44/prediction IDs,True,
cvae\fold3\cvae_z4_seed44/true timing,True,max_abs_error=4.768371586472142e-08; atol=1e-07; rtol=1e-05
cvae\fold3\cvae_z4_seed44/independent timing predictions,True,max_abs_error=4.8544311681553154e-08; atol=2e-06; rtol=2e-05
cvae\fold3\cvae_z4_seed44/independent trajectory MSE,True,max_abs_error=3.4704589779721573e-07; atol=2e-06; rtol=2e-05
cvae\fold3\cvae_z4_seed44/independent decoder trajectory,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold3\cvae_z4_seed44/independent decoder timing,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold3\cvae_z4_seed44/timing withheld,True,max_abs_error=0.0; atol=0; rtol=0
cvae\fold3\cvae_z4_seed44/variational sampling behaviour,True,
cvae\fold3\cvae_z4_seed44/condition gradients,True,"{'encoder_condition0_gradient': 1.1339308023452759, 'decoder_condition0_gradient': 155.96298217773438, 'encoder_condition1_gradient': 1.5348299741744995, 'decoder_condition1_gradient': 156.99623107910156, 'encoder_condition2_gradient': 1.7315486669540405, 'decoder_condition2_gradient': 77.42474365234375, 'encoder_condition3_gradient': 0.844724714756012, 'decoder_condition3_gradient': 37.7853889465332, 'encoder_condition4_gradient': 1.592424988746643, 'decoder_condition4_gradient': 140.04714965820312}"
cvae\fold3\cvae_z4_seed44/condition swap behaviour,True,
cvae\fold3\cvae_z8_seed42/effective flags,True,
cvae\fold3\cvae_z8_seed42/train_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold3\cvae_z8_seed42/train_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold3\cvae_z8_seed42/timing_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold3\cvae_z8_seed42/timing_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold3\cvae_z8_seed42/validation objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
cvae\fold3\cvae_z8_seed42/selected epoch,True,
cvae\fold3\cvae_z8_seed42/KL schedule,True,max_abs_error=0.0; atol=1e-12; rtol=0
cvae\fold3\cvae_z8_seed42/saved objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
cvae\fold3\cvae_z8_seed42/independent encoder,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold3\cvae_z8_seed42/prediction IDs,True,
cvae\fold3\cvae_z8_seed42/true timing,True,max_abs_error=4.768371586472142e-08; atol=1e-07; rtol=1e-05
cvae\fold3\cvae_z8_seed42/independent timing predictions,True,max_abs_error=7.157897963239179e-08; atol=2e-06; rtol=2e-05
cvae\fold3\cvae_z8_seed42/independent trajectory MSE,True,max_abs_error=4.60357667542155e-08; atol=2e-06; rtol=2e-05
cvae\fold3\cvae_z8_seed42/independent decoder trajectory,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold3\cvae_z8_seed42/independent decoder timing,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold3\cvae_z8_seed42/timing withheld,True,max_abs_error=0.0; atol=0; rtol=0
cvae\fold3\cvae_z8_seed42/variational sampling behaviour,True,
cvae\fold3\cvae_z8_seed42/condition gradients,True,"{'encoder_condition0_gradient': 2.263678550720215, 'decoder_condition0_gradient': 430.3674011230469, 'encoder_condition1_gradient': 4.050968647003174, 'decoder_condition1_gradient': 337.9324951171875, 'encoder_condition2_gradient': 5.578989028930664, 'decoder_condition2_gradient': 339.6879577636719, 'encoder_condition3_gradient': 1.8925719261169434, 'decoder_condition3_gradient': 47.50957489013672, 'encoder_condition4_gradient': 3.7846767902374268, 'decoder_condition4_gradient': 403.7897644042969}"
cvae\fold3\cvae_z8_seed42/condition swap behaviour,True,
cvae\fold3\cvae_z8_seed43/effective flags,True,
cvae\fold3\cvae_z8_seed43/train_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold3\cvae_z8_seed43/train_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold3\cvae_z8_seed43/timing_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold3\cvae_z8_seed43/timing_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold3\cvae_z8_seed43/validation objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
cvae\fold3\cvae_z8_seed43/selected epoch,True,
cvae\fold3\cvae_z8_seed43/KL schedule,True,max_abs_error=0.0; atol=1e-12; rtol=0
cvae\fold3\cvae_z8_seed43/saved objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
cvae\fold3\cvae_z8_seed43/independent encoder,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold3\cvae_z8_seed43/prediction IDs,True,
cvae\fold3\cvae_z8_seed43/true timing,True,max_abs_error=4.768371586472142e-08; atol=1e-07; rtol=1e-05
cvae\fold3\cvae_z8_seed43/independent timing predictions,True,max_abs_error=3.57238770121171e-07; atol=2e-06; rtol=2e-05
cvae\fold3\cvae_z8_seed43/independent trajectory MSE,True,max_abs_error=3.628082279050204e-08; atol=2e-06; rtol=2e-05
cvae\fold3\cvae_z8_seed43/independent decoder trajectory,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold3\cvae_z8_seed43/independent decoder timing,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold3\cvae_z8_seed43/timing withheld,True,max_abs_error=0.0; atol=0; rtol=0
cvae\fold3\cvae_z8_seed43/variational sampling behaviour,True,
cvae\fold3\cvae_z8_seed43/condition gradients,True,"{'encoder_condition0_gradient': 0.8371226191520691, 'decoder_condition0_gradient': 319.35028076171875, 'encoder_condition1_gradient': 1.1087454557418823, 'decoder_condition1_gradient': 329.7301025390625, 'encoder_condition2_gradient': 3.6911191940307617, 'decoder_condition2_gradient': 300.6446228027344, 'encoder_condition3_gradient': 1.0181509256362915, 'decoder_condition3_gradient': 63.939476013183594, 'encoder_condition4_gradient': 2.389854907989502, 'decoder_condition4_gradient': 603.196533203125}"
cvae\fold3\cvae_z8_seed43/condition swap behaviour,True,
cvae\fold3\cvae_z8_seed44/effective flags,True,
cvae\fold3\cvae_z8_seed44/train_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold3\cvae_z8_seed44/train_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold3\cvae_z8_seed44/timing_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold3\cvae_z8_seed44/timing_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
cvae\fold3\cvae_z8_seed44/validation objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
cvae\fold3\cvae_z8_seed44/selected epoch,True,
cvae\fold3\cvae_z8_seed44/KL schedule,True,max_abs_error=0.0; atol=1e-12; rtol=0
cvae\fold3\cvae_z8_seed44/saved objective,True,max_abs_error=0.0; atol=1e-10; rtol=1e-10
cvae\fold3\cvae_z8_seed44/independent encoder,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold3\cvae_z8_seed44/prediction IDs,True,
cvae\fold3\cvae_z8_seed44/true timing,True,max_abs_error=4.768371586472142e-08; atol=1e-07; rtol=1e-05
cvae\fold3\cvae_z8_seed44/independent timing predictions,True,max_abs_error=1.9937133810543628e-07; atol=2e-06; rtol=2e-05
cvae\fold3\cvae_z8_seed44/independent trajectory MSE,True,max_abs_error=2.502670293225151e-08; atol=2e-06; rtol=2e-05
cvae\fold3\cvae_z8_seed44/independent decoder trajectory,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold3\cvae_z8_seed44/independent decoder timing,True,max_abs_error=0.0; atol=2e-06; rtol=1e-05
cvae\fold3\cvae_z8_seed44/timing withheld,True,max_abs_error=0.0; atol=0; rtol=0
cvae\fold3\cvae_z8_seed44/variational sampling behaviour,True,
cvae\fold3\cvae_z8_seed44/condition gradients,True,"{'encoder_condition0_gradient': 3.2892470359802246, 'decoder_condition0_gradient': 296.2774658203125, 'encoder_condition1_gradient': 2.6896567344665527, 'decoder_condition1_gradient': 326.7038269042969, 'encoder_condition2_gradient': 6.783156871795654, 'decoder_condition2_gradient': 280.1037902832031, 'encoder_condition3_gradient': 2.4838995933532715, 'decoder_condition3_gradient': 104.70811462402344, 'encoder_condition4_gradient': 5.524270534515381, 'decoder_condition4_gradient': 305.91131591796875}"
cvae\fold3\cvae_z8_seed44/condition swap behaviour,True,
unconditional_vae\fold0\unconditional_vae_z3_seed42/effective flags,True,
unconditional_vae\fold0\unconditional_vae_z3_seed42/train_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
unconditional_vae\fold0\unconditional_vae_z3_seed42/train_std train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
unconditional_vae\fold0\unconditional_vae_z3_seed42/timing_mean train-only,True,max_abs_error=0.0; atol=1e-07; rtol=1e-06
